added_on,bathrooms,bedrooms,completion,furnishing,link,listing_id,listing_type,location,price,property_type,purpose,size_sqm,title
,3,2,,,https://www.dubizzle.com.om/en/ad/beautiful-1-bed-loft-in-uptown-muscat-with-swimming-pool-ID129945990.html,ID129945990.html,For Sale,"Muscat - Other, Muscat","OMR 43,500",,Sale,100 SQM,Beautiful 1 Bed Loft in Uptown Muscat with Swimming pool.
,6,6,,,https://www.dubizzle.com.om/en/ad/6-bedroom-villa-for-sale-in-almouj-muscat-ID129879810.html,ID129879810.html,For Sale,"The Wave (Almouj), Muscat","OMR 1,600,000",,Sale,933 SQM,6 Bedroom Villa For Sale In Almouj Muscat
,2,1,,,https://www.dubizzle.com.om/en/ad/1br-marina-view-azura-beach-83m2-omr-119k-10-down-payment-ID130431562.html,ID130431562.html,For Sale,"The Wave (Almouj), Muscat","OMR 119,000",,Sale,111 SQM,1BR Marina View – Azura Beach | 83m² | OMR 119K | 10% Down Payment
,2,1,,,https://www.dubizzle.com.om/en/ad/stylish-1br-in-azura-beach-urban-view-83m2-omr-107k-10-dp-ID130431555.html,ID130431555.html,For Sale,"The Wave (Almouj), Muscat","OMR 107,000",,Sale,111 SQM,Stylish 1BR in Azura Beach – Urban View | 83m² | OMR 107K | 10% DP
,2,1,,,https://www.dubizzle.com.om/en/ad/1br-marina-view-azura-beach-al-mouj-omr-115k-flexible-payment-ID130431550.html,ID130431550.html,For Sale,"The Wave (Almouj), Muscat","OMR 115,000",,Sale,111 SQM,1BR Marina View | Azura Beach – Al Mouj | OMR 115K | Flexible Payment
,9,9,,,https://www.dubizzle.com.om/en/ad/villa-for-sale-in-sultah-haitham-city-ID130222776.html,ID130222776.html,For Sale,"Al Maabilah, Muscat","OMR 178,000",,Sale,603 SQM,Villa for Sale  in Sultah Haitham City
,9,9,,,https://www.dubizzle.com.om/en/ad/villa-for-sale-with-3-bedrooms-in-sultan-haitham-city-ID130000985.html,ID130000985.html,For Sale,"Al Maabilah, Muscat","OMR 169,000",,Sale,603 SQM,Villa for Sale with 3 Bedrooms in Sultan Haitham City
,4,3,,,https://www.dubizzle.com.om/en/ad/apartment-for-sale-with-3-bedrooms-in-muscat-bay-ID129153785.html,ID129153785.html,For Sale,"Qantab, Muscat","OMR 187,500",,Sale,164 SQM,Apartment for Sale with 3 Bedrooms in Muscat Bay
,4,3,,,https://www.dubizzle.com.om/en/ad/apartment-for-sale-with-3-bedrooms-in-muscat-bay-ID129153759.html,ID129153759.html,For Sale,"Qantab, Muscat","OMR 187,500",,Sale,164 SQM,Apartment for Sale with 3 Bedrooms in Muscat Bay
,4,3,,,https://www.dubizzle.com.om/en/ad/apartment-for-sale-with-3-bedrooms-in-muscat-bay-ID129153701.html,ID129153701.html,For Sale,"Qantab, Muscat","OMR 178,500",,Sale,164 SQM,Apartment for Sale with 3 Bedrooms in Muscat Bay
,4,3,,,https://www.dubizzle.com.om/en/ad/apartment-for-sale-in-muscat-bay-with-3-bedroom-ID129153689.html,ID129153689.html,For Sale,"Qantab, Muscat","OMR 185,000",,Sale,164 SQM,Apartment for Sale in Muscat Bay with 3 Bedroom
,2,2,,,https://www.dubizzle.com.om/en/ad/villa-for-sale-in-jabal-sifa-with-2-bedrooms-ID129580744.html,ID129580744.html,For Sale,"Al Sifah, Muscat","OMR 162,732",,Sale,157 SQM,Villa for Sale in Jabal Sifa with 2 Bedrooms
,2,2,,,https://www.dubizzle.com.om/en/ad/villa-for-sale-with-2-bedrooms-in-jabal-al-sifa-ID129509199.html,ID129509199.html,For Sale,"Al Sifah, Muscat","OMR 162,732",,Sale,157 SQM,Villa for Sale with 2 Bedrooms in Jabal Al Sifa
,4,3,,,https://www.dubizzle.com.om/en/ad/ready-to-move-in-for-21-apartment-in-muscat-bay-ID129496789.html,ID129496789.html,For Sale,"Qantab, Muscat","OMR 200,000",,Sale,164 SQM,ready to move in for 2+1 apartment in Muscat Bay
,2,1,,,https://www.dubizzle.com.om/en/ad/apartment-for-sale-with-2-bedrooms-ID129150960.html,ID129150960.html,For Sale,"Qantab, Muscat","OMR 133,000",,Sale,59 SQM,Apartment for Sale with 2 Bedrooms
,2,1,,,https://www.dubizzle.com.om/en/ad/apartment-for-sale-with-2-bedrooms-in-muscat-bay-ID129150575.html,ID129150575.html,For Sale,"Qantab, Muscat","OMR 135,000",,Sale,59 SQM,Apartment for Sale with 2 Bedrooms in Muscat Bay
,3,3,,,https://www.dubizzle.com.om/en/ad/studio-for-sale-in-sultan-hatiham-city-ID130000965.html,ID130000965.html,For Sale,"Al Maabilah, Muscat","OMR 46,650",,Sale,167 SQM,Studio for Sale in Sultan Hatiham City
,1,1,,,https://www.dubizzle.com.om/en/ad/apartment-for-sale-in-jabal-al-sifa-with-2-bhk-ID129580649.html,ID129580649.html,For Sale,"Al Sifah, Muscat","OMR 96,491",,Sale,54 SQM,Apartment for Sale in Jabal Al Sifa with 2 BHK
,2,2,,,https://www.dubizzle.com.om/en/ad/villa-for-sale-in-jabal-al-sifa-with-4-bedrooms-ID129509223.html,ID129509223.html,For Sale,"Al Sifah, Muscat","OMR 183,492",,Sale,157 SQM,Villa for Sale in Jabal Al Sifa with 4 Bedrooms
,3,2,,,https://www.dubizzle.com.om/en/ad/apartment-for-sale-2bhk-in-sultan-haitham-city-ID130000503.html,ID130000503.html,For Sale,"Al Maabilah, Muscat","OMR 98,568",,Sale,110 SQM,Apartment for sale 2BHK in sultan Haitham City
,6,5,,,https://www.dubizzle.com.om/en/ad/6-bedroom-villa-for-sale-in-almouj-muscat-ID130326939.html,ID130326939.html,For Sale,"The Wave (Almouj), Muscat","OMR 725,000",,Sale,720 SQM,6 bedroom villa for sale in Almouj Muscat
,5,3,,,https://www.dubizzle.com.om/en/ad/3-bedroom-challet-for-sale-in-jebel-sifa-ID129193802.html,ID129193802.html,For Sale,"Yiti, Muscat","OMR 183,492",,Sale,252 SQM,3 bedroom Challet for Sale in Jebel Sifa
,3,2,,,https://www.dubizzle.com.om/en/ad/three-bedroom-apartment-for-sale-in-sultan-haitham-city-ID130000952.html,ID130000952.html,For Sale,"Al Maabilah, Muscat","OMR 120,987",,Sale,109 SQM,three bedroom apartment for sale in sultan haitham city
,3,3,,,https://www.dubizzle.com.om/en/ad/1-bedroom-apartment-for-sale-in-sultan-haitham-city-ID130000484.html,ID130000484.html,For Sale,"Al Maabilah, Muscat","OMR 59,296",,Sale,167 SQM,1 bedroom Apartment for Sale in Sultan Haitham City
,,,,,https://www.dubizzle.com.om/en/ad/%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D8%A3%D8%B1%D8%B6-%D8%B3%D9%83%D9%86%D9%8A%D8%A9-%D9%85%D9%88%D9%82%D8%B9-%D9%85%D9%85%D9%8A%D8%B2-%D8%A8%D8%A7%D9%84%D8%AE%D9%88%D8%B6-%D8%A7%D9%84%D8%B3%D8%A7%D8%AF%D8%B3%D8%A9-ID130429803.html,ID130429803.html,For Sale,"Al Khoud, Muscat","OMR 95,000",,Sale,,للبيع أرض سكنية – موقع مميز بالخوض السادسة
,,,,,https://www.dubizzle.com.om/en/ad/%D8%A3%D8%B1%D8%B6-%D8%B3-%D8%AA-%D9%83%D9%88%D8%B1%D9%86%D8%B1-%D9%85%D9%81%D8%AA%D9%88%D8%AD%D8%A9-%D9%85%D9%86-%D8%A3%D8%B1%D8%A8%D8%B9-%D8%AC%D9%87%D8%A7%D8%AA-%D9%85%D9%88%D9%82%D8%B9-%D9%86%D8%A7%D8%AF%D8%B1-%D9%81%D9%8A-%D9%85%D8%AD%D9%85%D8%AF-%D8%A7%D9%84%D8%A3%D9%85%D9%8A%D9%86-%D8%A8%D9%88%D8%B4%D8%B1-ID130429790.html,ID130429790.html,For Sale,"Bosher, Muscat","OMR 600,000",,Sale,,أرض س ت كورنر مفتوحة من أربع جهات – موقع نادر في محمد الأمين بوشر
,2,1,,,https://www.dubizzle.com.om/en/ad/1br-marina-view-azura-beach-al-mouj-83m2-omr-111000-10-dp-ID130429141.html,ID130429141.html,For Sale,"The Wave (Almouj), Muscat","OMR 111,000",,Sale,111 SQM,"1BR Marina View | Azura Beach – Al Mouj | 83m² | OMR 111,000 | 10% DP"
,2,1,,,https://www.dubizzle.com.om/en/ad/1br-urban-view-azura-beach-al-mouj-omr-112k-10-dp-only-ID130429114.html,ID130429114.html,For Sale,"The Wave (Almouj), Muscat","OMR 112,000",,Sale,111 SQM,"1BR | Urban View – Azura Beach, Al Mouj | OMR 112K | 10% DP Only"
,4,3,,,https://www.dubizzle.com.om/en/ad/villa-for-sale%D9%81%D9%8A%D9%84%D8%A7-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-ID130323776.html,ID130323776.html,For Sale,"Barka, Al Batinah","OMR 49,000",,Sale,271 SQM,Villa for Saleفيلا للبيع
,3,2,,,https://www.dubizzle.com.om/en/ad/%D8%B4%D9%82%D8%A9-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D8%A8%D9%86%D8%A7%D9%8A%D8%A9-%D8%B0%D8%A7-%D9%84%D9%8A%D9%86%D9%83%D8%B3-%D9%81%D9%8A-%D9%85%D8%B3%D9%82%D8%B7-%D9%87%D9%8A%D9%84%D8%B2-apartment-for-sale-the-links-ID130362871.html,ID130362871.html,For Sale,"Muscat Hills, Muscat","OMR 72,000",,Sale,120 SQM,شقة للبيع في بناية ذا لينكس في مسقط هيلز- Apartment for Sale the links
,5,5,,,https://www.dubizzle.com.om/en/ad/for-sale-4-bhk-in-al-azaiba-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A%D9%84%D8%A7-%D9%A4-%D8%BA%D8%B1%D9%81-%D9%86%D9%88%D9%85-%D9%81%D9%8A-%D8%A7%D9%84%D8%B9%D8%B0%D9%8A%D8%A8%D8%A9-ID130426206.html,ID130426206.html,For Sale,"Azaiba, Muscat","OMR 135,000",,Sale,460 SQM,For Sale 4 Bhk In Al Azaiba للبيع فيلا ٤ غرف نوم في العذيبة
,9,9,,,https://www.dubizzle.com.om/en/ad/6-br-guards-room-spacious-villa-in-mawaleh-near-al-sahwa-gardens-ID130150983.html,ID130150983.html,For Sale,"Al Mawaleh, Muscat","OMR 140,000",,Sale,603 SQM,6 BR + Guard’s Room Spacious Villa in Mawaleh – Near Al Sahwa Gardens
,4,3,,,https://www.dubizzle.com.om/en/ad/2-br-maids-room-stunning-apartment-muscat-bay-with-amenities-ID130149839.html,ID130149839.html,For Sale,"Qantab, Muscat","OMR 220,000",,Sale,164 SQM,2 BR + Maid’s Room Stunning Apartment – Muscat Bay with Amenities
,6,6,,,https://www.dubizzle.com.om/en/ad/5-br-fantastic-villa-al-khoudh-phase-6-with-nearby-amenities-ID130148244.html,ID130148244.html,For Sale,"Al Khoud, Muscat","OMR 90,000",,Sale,450 SQM,5 BR Fantastic Villa – Al Khoudh Phase 6 with Nearby Amenities
,3,2,,,https://www.dubizzle.com.om/en/ad/2-br-luxury-apartment-the-great-escape-aida-by-darglobal-ID130071680.html,ID130071680.html,For Sale,"Yiti, Muscat","OMR 136,267.11",,Sale,122 SQM,"2 BR Luxury Apartment – The Great Escape, AIDA by DarGlobal"
,2,2,,,https://www.dubizzle.com.om/en/ad/1-br-luxury-apartment-the-great-escape-aida-by-darglobal-ID130071620.html,ID130071620.html,For Sale,"Yiti, Muscat","OMR 95,451.26",,Sale,93 SQM,"1 BR Luxury Apartment – The Great Escape, AIDA by DarGlobal"
,,,,,https://www.dubizzle.com.om/en/ad/79-sqm-freehold-office-in-muscat-hills-prime-location-ID130069673.html,ID130069673.html,For Sale,"Muscat Hills, Muscat","OMR 91,000",,Sale,,79 SQM Freehold Office in Muscat Hills – Prime Location
,3,2,,,https://www.dubizzle.com.om/en/ad/2-br-great-freehold-apartment-with-a-balcony-sultan-haitham-city-ID130004672.html,ID130004672.html,For Sale,"Al Maabilah, Muscat","OMR 80,835",,Sale,110 SQM,2 BR Great Freehold Apartment with a balcony - Sultan Haitham City
,3,2,,,https://www.dubizzle.com.om/en/ad/2-br-excellent-penthouse-apartment-in-sultan-haitham-city-with-private-ID130004669.html,ID130004669.html,For Sale,"Al Maabilah, Muscat","OMR 110,500",,Sale,109 SQM,2 BR Excellent Penthouse Apartment in Sultan Haitham City with Private
,3,2,,,https://www.dubizzle.com.om/en/ad/3-br-maids-room-freehold-offplan-apartment-in-sohar-ID130004663.html,ID130004663.html,For Sale,"Sohar, Al Batinah","OMR 65,044",,Sale,116.46 SQM,3 BR + Maid’s room Freehold Offplan Apartment in Sohar
,3,2,,,https://www.dubizzle.com.om/en/ad/studio-apartment-in-sultan-haitham-city-ID129961254.html,ID129961254.html,For Sale,"Al Maabilah, Muscat","OMR 37,200",,Sale,124 SQM,Studio Apartment in Sultan Haitham City
,3,2,,,https://www.dubizzle.com.om/en/ad/3-br-off-plan-apartment-in-ghala-ID129863521.html,ID129863521.html,For Sale,"Ghala, Muscat","OMR 66,988",,Sale,95 SQM,3 BR Off Plan Apartment in Ghala
,3,2,,,https://www.dubizzle.com.om/en/ad/2-br-off-plan-modern-apartment-in-ghala-ID129863504.html,ID129863504.html,For Sale,"Ghala, Muscat","OMR 50,284",,Sale,102 SQM,2 BR Off Plan Modern Apartment in Ghala
,3,2,,,https://www.dubizzle.com.om/en/ad/3-1-br-freehold-apartment-in-sultan-haitham-city-hay-al-wafaa-ID129861934.html,ID129861934.html,For Sale,"Al Maabilah, Muscat","OMR 108,990",,Sale,109 SQM,3 + 1 BR Freehold Apartment in Sultan Haitham City – Hay Al Wafaa
,2,1,,,https://www.dubizzle.com.om/en/ad/2-1-br-apartment-in-sultan-haitham-cityfreehold-unit-with-residency-ID129698625.html,ID129698625.html,For Sale,"Al Maabilah, Muscat","OMR 74,830",,Sale,67 SQM,2 + 1 BR Apartment in Sultan Haitham City–Freehold Unit with Residency
,5,5,,,https://www.dubizzle.com.om/en/ad/5-br-amazing-freehold-exclusive-villa-in-al-mouj-for-sale-ID129430922.html,ID129430922.html,For Sale,"The Wave (Almouj), Muscat","OMR 670,000",,Sale,545 SQM,5 BR Amazing Freehold Exclusive Villa in Al Mouj for Sale
,6,5,,,https://www.dubizzle.com.om/en/ad/6-br-stunning-grand-freehold-villa-in-al-mouj-for-sale-ID129430860.html,ID129430860.html,For Sale,"The Wave (Almouj), Muscat","OMR 950,000",,Sale,720 SQM,6 BR Stunning Grand Freehold Villa in Al Mouj for Sale
,6,6,,,https://www.dubizzle.com.om/en/ad/6-1-maids-room-freehold-luxurious-off-plan-villa-in-al-mouj-ID129425311.html,ID129425311.html,For Sale,"The Wave (Almouj), Muscat","OMR 1,800,000",,Sale,933 SQM,6 + 1 Maid’s Room Freehold Luxurious Off-plan Villa in Al Mouj
,3,2,,,https://www.dubizzle.com.om/en/ad/5-star-freehold-hotel-room-with-guaranteed-return-on-investment-ID129406462.html,ID129406462.html,For Sale,"Barr Al Jissah, Muscat","OMR 167,680",,Sale,122 SQM,5-Star Freehold Hotel Room with Guaranteed Return on Investment
,1,1,,,https://www.dubizzle.com.om/en/ad/1-br-amazing-freehold-fully-furnished-apartment-in-jebel-sifa-ID129249032.html,ID129249032.html,For Sale,"Al Sifah, Muscat","OMR 73,000",,Sale,63.6 SQM,1 BR Amazing Freehold Fully Furnished Apartment in Jebel Sifa
,2,2,,,https://www.dubizzle.com.om/en/ad/2-1-br-furnished-freehold-apartment-in-jebel-sifah-ID129244339.html,ID129244339.html,For Sale,"Al Sifah, Muscat","OMR 110,000",,Sale,124 SQM,2 + 1 BR Furnished Freehold Apartment in Jebel Sifah
,7,5,,,https://www.dubizzle.com.om/en/ad/15-br-commercial-use-villa-for-sale-mawaleh-ID129233159.html,ID129233159.html,For Sale,"Al Mawaleh, Muscat","OMR 370,000",,Sale,502 SQM,15 BR Commercial Use Villa for Sale – Mawaleh
,2,1,,,https://www.dubizzle.com.om/en/ad/2-br-study-room-freehold-apartment-in-al-mouj-for-sale-ID129225065.html,ID129225065.html,For Sale,"The Wave (Almouj), Muscat","OMR 160,000",,Sale,111 SQM,2 BR + Study Room Freehold Apartment in Al Mouj for Sale
,3,2,,,https://www.dubizzle.com.om/en/ad/1-br-large-flat-in-muscat-hills-for-sale-freehold-ready-ID129137073.html,ID129137073.html,For Sale,"Muscat Hills, Muscat","OMR 71,917",,Sale,120 SQM,1 BR Large Flat in Muscat Hills for Sale – Freehold Ready
,4,3,,,https://www.dubizzle.com.om/en/ad/extraoridnary-offer-4-br-villa-in-muscat-bay-with-private-pool-ID128592666.html,ID128592666.html,For Sale,"Qantab, Muscat","OMR 456,000",,Sale,769 SQM,EXTRAORIDNARY OFFER!  4 BR  Villa In Muscat Bay with Private Pool
,1,1,,,https://www.dubizzle.com.om/en/ad/1-br-fully-furnished-freehold-apartment-in-sifah-for-sale-ID128461480.html,ID128461480.html,For Sale,"Al Sifah, Muscat","OMR 63,000",,Sale,63.6 SQM,1 BR Fully Furnished Freehold Apartment in Sifah For Sale
,3,2,,,https://www.dubizzle.com.om/en/ad/1-br-spacious-freehold-flat-for-sale-muscat-hills-ID128235334.html,ID128235334.html,For Sale,"Muscat Hills, Muscat","OMR 75,900",,Sale,120 SQM,1 BR Spacious Freehold Flat For Sale – Muscat Hills
,3,2,,,https://www.dubizzle.com.om/en/ad/2-br-freehold-corner-apartment-in-muscat-hills-ID128154008.html,ID128154008.html,For Sale,"Muscat Hills, Muscat","OMR 81,180",,Sale,120 SQM,2 BR Freehold Corner Apartment in Muscat Hills
,7,5,,,https://www.dubizzle.com.om/en/ad/3-br-1-maids-room-freehold-courtyard-villa-in-al-mouj-ID127530160.html,ID127530160.html,For Sale,"The Wave (Almouj), Muscat","OMR 300,000",,Sale,502 SQM,3 BR + 1 Maid’s Room Freehold Courtyard Villa in Al Mouj
,2,2,,,https://www.dubizzle.com.om/en/ad/2-br-one-of-a-kind-duplex-freehold-apartment-in-sifah-for-sale-ID127304081.html,ID127304081.html,For Sale,"Al Sifah, Muscat","OMR 125,000",,Sale,124 SQM,2 BR One of a Kind Duplex Freehold Apartment in Sifah For Sale
,5,3,,,https://www.dubizzle.com.om/en/ad/courtyard-villa-31-bhk-7-years-installments-%D9%81%D9%8A%D9%84%D8%A7-%D8%A7%D8%B3%D8%AA%D8%AB%D9%86%D8%A7%D8%A6%D9%8A%D8%A9-%D9%81%D9%8A-%D9%8A%D9%8A%D8%AA%D9%8A-ID130376605.html,ID130376605.html,For Sale,"Yiti, Muscat","OMR 274,733",,Sale,252 SQM,Courtyard Villa 3+1 BHK | 7 years Installments |فيلا استثنائية في ييتي
,3,2,,,https://www.dubizzle.com.om/en/ad/1-br-stunning-freehold-apartment-in-al-mouj-with-amenities-ID130423066.html,ID130423066.html,For Sale,"The Wave (Almouj), Muscat","OMR 99,000",,Sale,120 SQM,1 BR Stunning Freehold Apartment in Al Mouj with Amenities
,2,1,,,https://www.dubizzle.com.om/en/ad/2-bedroom-apartment-for-sale-in-almouj-muscat-ID130422955.html,ID130422955.html,For Sale,"The Wave (Almouj), Muscat","OMR 143,000",,Sale,111 SQM,2 Bedroom Apartment for Sale In Almouj Muscat
,,,,,https://www.dubizzle.com.om/en/ad/%D9%82%D8%B7%D8%B9%D8%A9-%D8%AA%D9%85%D9%84%D9%83-%D8%AD%D8%B1-%D9%86%D8%A7%D8%AF%D8%B1%D8%A9-%D9%81%D9%8A-%D9%85%D8%B1%D8%AA%D9%81%D8%B9%D8%A7%D8%AA-%D8%A7%D9%84%D9%85%D8%B7%D8%A7%D8%B1-%D8%B3%D9%88%D8%A8%D8%B1-%D9%83%D9%88%D8%B1%D9%86%D8%B1-ID130422938.html,ID130422938.html,For Sale,"Bosher, Muscat",OMR 750,,Sale,,قطعة تملك حر نادرة في مرتفعات المطار – سوبر كورنر
,,,,,https://www.dubizzle.com.om/en/ad/%D8%A3%D8%B1%D8%B6-%D8%B3%D9%83%D9%86%D9%8A-%D8%AA%D8%AC%D8%A7%D8%B1%D9%8A-%D9%86%D8%A7%D8%AF%D8%B1%D8%A9-%D8%A3%D9%88%D9%84-%D8%AE%D8%B7-%D8%B4%D8%A7%D8%B1%D8%B9-18-%D9%86%D9%88%D9%81%D9%85%D8%A8%D8%B1-%D8%A7%D9%84%D8%BA%D8%A8%D8%B1%D8%A9-%D8%A7%D9%84%D8%B4%D9%85%D8%A7%D9%84%D9%8A%D8%A9-ID130422910.html,ID130422910.html,For Sale,"Al Ghubrah, Muscat","OMR 8,000,000",,Sale,,أرض سكني تجاري نادرة – أول خط شارع 18 نوفمبر – الغبرة الشمالية
,4,3,,,https://www.dubizzle.com.om/en/ad/1-br-freehold-elegant-townhouse-hawana-salalah-ID130422315.html,ID130422315.html,For Sale,"Salalah, Dhofar","OMR 65,000",,Sale,255 SQM,1 BR Freehold Elegant Townhouse – Hawana Salalah
,,,,,https://www.dubizzle.com.om/en/ad/ghala-2738-sqm-warehouse-with-staff-accommodation-ID130422062.html,ID130422062.html,For Sale,"Ghala, Muscat","OMR 785,000",,Sale,,GHALA | 2738 SQM WAREHOUSE WITH STAFF ACCOMMODATION
,6,5,,,https://www.dubizzle.com.om/en/ad/%D9%85%D8%B7%D9%84%D9%88%D8%A8-%D9%81%D9%84%D9%84-%D9%85%D8%A8%D8%A7%D8%B4%D8%B1%D8%A9-%D9%85%D9%86-%D8%A7%D9%84%D9%85%D8%A7%D9%84%DA%A9-free-sales-advertising-ID107408638.html,ID107408638.html,For Sale,"The Wave (Almouj), Muscat","OMR 1,000,000",,Sale,720 SQM,مطلوب فلل مباشرة من المالک |Free sales advertising
,,,,,https://www.dubizzle.com.om/en/ad/ghala-2738-sqm-warehouse-with-staff-accomodation-for-sale-ID130420204.html,ID130420204.html,For Sale,"Ghala, Muscat","OMR 800,000",,Sale,,GHALA | 2738 SQM WAREHOUSE WITH STAFF ACCOMODATION FOR SALE
,,,,,https://www.dubizzle.com.om/en/ad/%D9%85%D8%AD%D9%84%D8%A7%D8%AA-%D9%85%D8%A4%D8%AC%D8%B1%D9%87-%D9%84%D8%A3%D9%82%D9%88%D9%89-%D8%A7%D9%84%D8%A8%D8%B1%D8%A7%D9%86%D8%AF%D8%A7%D8%AA-%D9%88%D8%A8%D8%B9%D8%A7%D8%A6%D8%AF-%D9%82%D9%88%D9%8A-%D8%AC%D8%AF%D8%A7-%D9%81%D9%8A-%D8%A8%D8%A7%D8%B2%D8%A7%D8%B1-%D8%B5%D8%AD%D8%A7%D8%B1-ID110737784.html,ID110737784.html,For Sale,"Sohar, Al Batinah","OMR 42,000",,Sale,,محلات مؤجره لأقوى البراندات وبعائد قوي جدا في بازار صحار
,3,2,,,https://www.dubizzle.com.om/en/ad/%D9%81%D8%B1%D8%B5%D8%AA%D9%83-%D8%A7%D9%84%D8%A3%D8%AE%D9%8A%D8%B1%D8%A9-%D9%84%D8%A7%D9%85%D8%AA%D9%84%D8%A7%D9%83-%D8%B4%D9%82%D8%A9-%D8%A8%D8%A5%D8%B7%D9%84%D8%A7%D9%84%D8%A9-%D9%85%D8%A7%D8%B1%D9%8A%D9%86%D8%A7-%D9%81%D9%8A-%D8%A7%D9%84%D9%85%D9%88%D8%AC-%D9%85%D8%B3%D9%82%D8%B7-ID130419244.html,ID130419244.html,For Sale,"The Wave (Almouj), Muscat","OMR 91,000",,Sale,120 SQM,فرصتك الأخيرة لامتلاك شقة بإطلالة مارينا في الموج مسقط
,1,Studio,,,https://www.dubizzle.com.om/en/ad/new-project-apartment-for-salemuscat-hills-freehold-installments-ID130233562.html,ID130233562.html,For Sale,"Muscat Hills, Muscat","OMR 47,000",,Sale,49 SQM,New project| Apartment for sale|muscat hills |freehold | installments
,3,2,,,https://www.dubizzle.com.om/en/ad/%D8%B9%D8%B1%D8%B6-%D8%AE%D8%A7%D8%B5-%D8%A7%D8%B3%D8%AA%D8%AB%D9%85%D8%A7%D8%B1-%D9%85%D8%B1%D8%A8%D8%AD-%D8%B4%D9%82%D9%87-%D9%88%D8%A7%D8%B3%D8%B9%D8%A9-%D9%84%D9%84%D8%A8%DB%8C%D8%B9-%D8%A7%D9%82%D8%A7%D9%85%D8%A9-%D8%AF%D8%A7%D8%A6%D9%85%D8%A9-%D8%B3%D9%84%D8%B7%D9%86%D8%A9-%D8%B9%D9%85%D8%A7%D9%86-ID129999394.html,ID129999394.html,For Sale,"The Wave (Almouj), Muscat","OMR 115,000",,Sale,120 SQM,عرض خاص | استثمار مربح | شقه واسعة للبیع | اقامة دائمة سلطنة عمان
,1,1,,,https://www.dubizzle.com.om/en/ad/boulevard-view-terrace-flexible-payment-plan-hay-alwafa-ID130204372.html,ID130204372.html,For Sale,"Sultan Haitham City, Muscat","OMR 57,706",,Sale,67 SQM,Boulevard View | Terrace | Flexible Payment Plan | Hay Alwafa
,3,2,,,https://www.dubizzle.com.om/en/ad/luxurious-2brstudy-waterfront-living-payment-plan-bellevue-ID130179376.html,ID130179376.html,For Sale,"Muscat - Other, Muscat","OMR 363,800",,Sale,132 SQM,Luxurious 2BR+Study| Waterfront Living| Payment Plan| Bellevue
,2,1,,,https://www.dubizzle.com.om/en/ad/waterfront-living-payment-plan-spacious-2br-in-bellevue-ID130179357.html,ID130179357.html,For Sale,"Muscat - Other, Muscat","OMR 159,900",,Sale,77 SQM,Waterfront Living | Payment Plan | Spacious 2BR in Bellevue
,2,2,,,https://www.dubizzle.com.om/en/ad/luxury-waterfront-living-world-class-amenities-bellevue-ID130179323.html,ID130179323.html,For Sale,"Muscat - Other, Muscat","OMR 116,400",,Sale,115.47 SQM,"Luxury Waterfront Living | World-Class Amenities | Bellevue,"
,1,Studio,,,https://www.dubizzle.com.om/en/ad/%D8%B4%D9%82%D8%A9-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D8%AA%D8%AC%D9%87%D8%B2-%D8%AE%D9%84%D8%A7%D9%84-%D8%B4%D9%87%D8%B1%D9%8A%D9%86-%D8%AE%D9%84%D9%81-%D8%A8%D8%A7%D9%86%D9%88%D8%B1%D8%A7%D9%85%D8%A7-%D9%85%D9%88%D9%84-%D8%AE%D9%8A%D8%A7%D8%B1-%D9%85%D8%AB%D8%A7%D9%84%D9%8A-%D9%84%D9%84%D8%A7%D8%B3%D8%AA%D8%AB%D9%85%D8%A7%D8%B1-ID130418462.html,ID130418462.html,For Sale,"Al Ghubrah, Muscat","OMR 46,000",,Sale,49 SQM,"شقة للبيع تجهز خلال شهرين خلف بانوراما مول ,خيار مثالي للاستثمار"
,5,3,,,https://www.dubizzle.com.om/en/ad/%D9%85%D9%86%D8%B2%D9%84-%D8%AC%D8%AF%D9%8A%D8%AF-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D8%A7%D9%84%D8%B3%D9%88%D9%8A%D9%82-%D9%85%D9%86%D8%B7%D9%82%D8%A9-%D8%AE%D8%A8%D8%A9-%D8%A2%D9%84-%D8%AE%D9%85%D9%8A%D8%B3-ID130103906.html,ID130103906.html,For Sale,"Suwaiq, Al Batinah","OMR 32,000",,Sale,600 SQM,منزل جديد للبيع في السويق منطقة خبة آل خميس
,,,,,https://www.dubizzle.com.om/en/ad/18-sqm-freehold-shop-for-sale-muscat-hills-ID130232551.html,ID130232551.html,For Sale,"Muscat Hills, Muscat","OMR 47,700",,Sale,,18 SQM Freehold Shop for Sale – Muscat Hills
,3,2,,,https://www.dubizzle.com.om/en/ad/1-br-off-plan-apartment-with-store-room-ghala-ID130230633.html,ID130230633.html,For Sale,"Ghala, Muscat","OMR 45,700",,Sale,102 SQM,1 BR Off-Plan Apartment with Store Room – Ghala
